Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50581_1134,GL50581_1134-t26_1,Giardia Assemblage B isolate GS,PX domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQV4],260,29512,PX domain superfamily,0,phosphatidylinositol binding
GL50581_1135,GL50581_1135-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,276,31062,N/A,0,N/A
GL50581_1136,GL50581_1136-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,374,42299,N/A,0,N/A
GL50581_1137,GL50581_1137-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,725,78102,N/A,0,N/A
GL50581_1138,GL50581_1138-t26_1,Giardia Assemblage B isolate GS,Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQV8],77,8735,Ubiquitin-like domain superfamily,0,protein binding
GL50581_1139,GL50581_1139-t26_1,Giardia Assemblage B isolate GS,EGF-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQV9],402,43883,N/A,1,N/A
GL50581_114,GL50581_114-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,163,18596,N/A,0,N/A
GL50581_1140,GL50581_1140-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LQW0]",496,54266,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_1141,GL50581_1141-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1227,136987,N/A,0,N/A
GL50581_1142,GL50581_1142-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,233,26041,N/A,0,N/A
GL50581_1144,GL50581_1144-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,357,40240,N/A,0,N/A
GL50581_1145,GL50581_1145-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQW4],716,78636,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1146,GL50581_1146-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,439,49174,Alpha/Beta hydrolase fold,1,N/A
GL50581_1147,GL50581_1147-t26_1,Giardia Assemblage B isolate GS,CP-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQW6],541,60398,P-loop containing nucleoside triphosphate hydrolase,0,GTP binding
GL50581_1148,GL50581_1148-t26_1,Giardia Assemblage B isolate GS,Calponin-homology (CH) domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQW7],1256,139843,CH domain superfamily,0,protein binding
GL50581_1149,GL50581_1149-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LQW8]",1153,128685,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_115,GL50581_115-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,403,45457,N/A,0,N/A
GL50581_1150,GL50581_1150-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,873,97961,ClpP/crotonase-like domain superfamily,1,N/A
GL50581_1151,GL50581_1151-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQX0],680,75368,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein serine/threonine/tyrosine kinase activity
GL50581_1152,GL50581_1152-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,362,39947,Quinoprotein alcohol dehydrogenase-like superfamily,0,N/A
GL50581_1153,GL50581_1153-t26_1,Giardia Assemblage B isolate GS,Nin one binding protein-like protein [Source:UniProtKB/TrEMBL;Acc:C6LQX2],451,49503,NOB1 zinc finger-like superfamily,0,endoribonuclease activity;metal ion binding
GL50581_1154,GL50581_1154-t26_1,Giardia Assemblage B isolate GS,SALP-1 [Source:UniProtKB/TrEMBL;Acc:C6LQX3],255,29872,N/A,0,N/A
GL50581_1155,GL50581_1155-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,886,97272,N/A,0,N/A
GL50581_1156,GL50581_1156-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,388,43326,N/A,0,N/A
GL50581_1157,GL50581_1157-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1236,135565,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1158,GL50581_1158-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQX7],1116,124901,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_116,GL50581_116-t26_1,Giardia Assemblage B isolate GS,NOT2_3_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN16],211,23618,N/A,0,N/A
GL50581_1160,GL50581_1160-t26_1,Giardia Assemblage B isolate GS,PFU domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQX8],813,89016,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1161,GL50581_1161-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,251,27814,N/A,0,N/A
GL50581_1162,GL50581_1162-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LQY0],982,108281,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1163,GL50581_1163-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQY1],719,78366,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1164,GL50581_1164-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQY2],677,74448,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1165,GL50581_1165-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,454,51201,N/A,0,N/A
GL50581_1166,GL50581_1166-t26_1,Giardia Assemblage B isolate GS,SAM_MT_RSMB_NOP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQY4],458,50576,S-adenosyl-L-methionine-dependent methyltransferase,0,RNA binding;methyltransferase activity
GL50581_1167,GL50581_1167-t26_1,Giardia Assemblage B isolate GS,Metallophos domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQY5],597,66926,"5'-Nucleotidase, C-terminal domain superfamily",1,hydrolase activity
GL50581_1168,GL50581_1168-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,249,27789,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50581_1169,GL50581_1169-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,354,38789,N/A,0,N/A
GL50581_117,GL50581_117-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,449,50365,N/A,0,N/A
GL50581_1170,GL50581_1170-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,273,30758,N/A,0,N/A
GL50581_1171,GL50581_1171-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,310,34442,N/A,0,N/A
GL50581_1172,GL50581_1172-t26_1,Giardia Assemblage B isolate GS,Sfi1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ0],1378,163295,N/A,0,N/A
GL50581_1173,GL50581_1173-t26_1,Giardia Assemblage B isolate GS,NifU domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ1],197,21559,Fe-S cluster assembly domain superfamily,0,iron ion binding;iron-sulfur cluster binding
GL50581_1174,GL50581_1174-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ2],457,49219,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1175,GL50581_1175-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LQZ3],316,34998,N/A,0,N/A
GL50581_1176,GL50581_1176-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ4],748,81668,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1177,GL50581_1177-t26_1,Giardia Assemblage B isolate GS,C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ5],151,18283,N/A,0,N/A
GL50581_1178,GL50581_1178-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ6],190,20767,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1179,GL50581_1179-t26_1,Giardia Assemblage B isolate GS,MSC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQZ7],857,95980,N/A,3,N/A
GL50581_118,GL50581_118-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN18],277,29805,N/A,0,N/A
GL50581_1180,GL50581_1180-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1272,145005,N/A,1,N/A
GL50581_1181,GL50581_1181-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,104,11849,Ankyrin repeat-containing domain superfamily,0,N/A
GL50581_1182,GL50581_1182-t26_1,Giardia Assemblage B isolate GS,C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR00],339,37884,Zinc finger C2H2 superfamily,0,N/A
GL50581_1183,GL50581_1183-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,839,93680,N/A,0,N/A
GL50581_1184,GL50581_1184-t26_1,Giardia Assemblage B isolate GS,HECT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR02],706,79781,"HECT, E3 ligase catalytic domain",6,ubiquitin-protein transferase activity
GL50581_1185,GL50581_1185-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,399,44210,N/A,0,N/A
GL50581_1186,GL50581_1186-t26_1,Giardia Assemblage B isolate GS,Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:C6LR04],191,21268,Cyclophilin-like domain superfamily,0,peptidyl-prolyl cis-trans isomerase activity
GL50581_1187,GL50581_1187-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1224,136475,Armadillo-type fold,0,N/A
GL50581_1188,GL50581_1188-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,608,69060,N/A,0,N/A
GL50581_1189,GL50581_1189-t26_1,Giardia Assemblage B isolate GS,CCT-alpha [Source:UniProtKB/TrEMBL;Acc:C6LR07],550,59162,GroEL-like equatorial domain superfamily;GroEL-like apical domain superfamily;TCP-1-like chaperonin intermediate domain superfamily,0,ATP binding;unfolded protein binding
GL50581_119,GL50581_119-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1756,196647,N/A,0,N/A
GL50581_1190,GL50581_1190-t26_1,Giardia Assemblage B isolate GS,Brix domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR08],337,39240,N/A,0,N/A
GL50581_1191,GL50581_1191-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,106,11611,N/A,0,N/A
GL50581_1192,GL50581_1192-t26_1,Giardia Assemblage B isolate GS,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase [Source:UniProtKB/TrEMBL;Acc:C6LR10],544,59654,Phosphofructokinase superfamily,0,6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity;metal ion binding
GL50581_1193,GL50581_1193-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,190,21226,N/A,1,N/A
GL50581_1194,GL50581_1194-t26_1,Giardia Assemblage B isolate GS,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR12],293,32451,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_1195,GL50581_1195-t26_1,Giardia Assemblage B isolate GS,Coatomer beta' subunit [Source:UniProtKB/TrEMBL;Acc:C6LR13],1002,109700,"WD40-repeat-containing domain superfamily;Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily",0,protein binding;structural molecule activity
GL50581_1196,GL50581_1196-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,233,25595,N/A,0,N/A
GL50581_1197,GL50581_1197-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,59,6413,N/A,0,N/A
GL50581_1198,GL50581_1198-t26_1,Giardia Assemblage B isolate GS,Nudix hydrolase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR16],250,27130,NUDIX hydrolase-like domain superfamily,0,hydrolase activity
GL50581_1199,GL50581_1199-t26_1,Giardia Assemblage B isolate GS,EF1_GNE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR17],223,24999,"Glutathione S-transferase, C-terminal domain superfamily;Translation elongation factor eEF-1beta-like superfamily",0,translation elongation factor activity
GL50581_120,GL50581_120-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,124,14404,N/A,2,N/A
GL50581_1200,GL50581_1200-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR18],482,55026,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_1201,GL50581_1201-t26_1,Giardia Assemblage B isolate GS,Phenylalanyl-tRNA synthetase beta subunit [Source:UniProtKB/TrEMBL;Acc:C6LR19],594,66093,Putative DNA-binding domain superfamily,0,ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity
GL50581_1202,GL50581_1202-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,737,80459,N/A,0,N/A
GL50581_1203,GL50581_1203-t26_1,Giardia Assemblage B isolate GS,Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR21],276,30746,Papain-like cysteine peptidase superfamily,0,cysteine-type peptidase activity
GL50581_1204,GL50581_1204-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,626,69624,N/A,0,N/A
GL50581_1205,GL50581_1205-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,243,28078,N/A,0,N/A
GL50581_1206,GL50581_1206-t26_1,Giardia Assemblage B isolate GS,Eukaryotic translation initiation factor 3 30 kDa subunit [Source:UniProtKB/TrEMBL;Acc:C6LR24],261,29438,N/A,0,translation initiation factor activity
GL50581_1207,GL50581_1207-t26_1,Giardia Assemblage B isolate GS,Ribosome biogenesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:C6LR25],176,20083,N/A,0,N/A
GL50581_1208,GL50581_1208-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,632,71607,N/A,0,N/A
GL50581_1209,GL50581_1209-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR27],1048,118124,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_121,GL50581_121-t26_1,Giardia Assemblage B isolate GS,PPIP5K2_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN21],2197,247806,Histidine phosphatase superfamily,0,5-diphosphoinositol pentakisphosphate 3-kinase activity;ATP binding;diphosphoinositol-pentakisphosphate kinase activity;inositol heptakisphosphate kinase activity;inositol hexakisphosphate 1-kinase activity;inositol hexakisphosphate 3-kinase activity;inositol hexakisphosphate 5-kinase activity;inosi
GL50581_1210,GL50581_1210-t26_1,Giardia Assemblage B isolate GS,"Dynein binding protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LR28]",745,81652,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_1211,GL50581_1211-t26_1,Giardia Assemblage B isolate GS,Myb-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR29],160,18148,Homeobox-like domain superfamily,0,N/A
GL50581_1212,GL50581_1212-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,406,45042,N/A,0,N/A
GL50581_1213,GL50581_1213-t26_1,Giardia Assemblage B isolate GS,TCP-1 chaperonin subunit epsilon [Source:UniProtKB/TrEMBL;Acc:C6LR31],553,61037,GroEL-like equatorial domain superfamily;GroEL-like apical domain superfamily;TCP-1-like chaperonin intermediate domain superfamily,0,ATP binding;unfolded protein binding
GL50581_1214,GL50581_1214-t26_1,Giardia Assemblage B isolate GS,Ribosomal protein S18 [Source:UniProtKB/TrEMBL;Acc:C6LR32],154,17505,"Ribosomal protein S13-like, H2TH",0,RNA binding;nucleic acid binding;structural constituent of ribosome
GL50581_1215,GL50581_1215-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,342,37414,N/A,0,N/A
GL50581_1216,GL50581_1216-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,838,94518,N/A,0,N/A
GL50581_1217,GL50581_1217-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,232,25304,N/A,0,N/A
GL50581_1218,GL50581_1218-t26_1,Giardia Assemblage B isolate GS,Phosphatase tensin-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR36],487,54848,Protein-tyrosine phosphatase-like,0,N/A
GL50581_1219,GL50581_1219-t26_1,Giardia Assemblage B isolate GS,"Spindle pole protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LR37]",349,40462,N/A,0,N/A
GL50581_122,GL50581_122-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN22],1508,168494,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_1220,GL50581_1220-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,920,101561,N/A,0,N/A
GL50581_1221,GL50581_1221-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,213,23951,N/A,0,N/A
GL50581_1222,GL50581_1222-t26_1,Giardia Assemblage B isolate GS,SUI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR40],217,24276,SUI1 domain superfamily,0,translation initiation factor activity
GL50581_1223,GL50581_1223-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,117,13276,N/A,0,N/A
GL50581_1224,GL50581_1224-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,129,14403,N/A,0,N/A
GL50581_1225,GL50581_1225-t26_1,Giardia Assemblage B isolate GS,Glutaredoxin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR43],202,21854,Thioredoxin-like superfamily,0,electron transfer activity;iron-sulfur cluster binding;metal ion binding;protein-disulfide reductase activity
GL50581_1226,GL50581_1226-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,377,41738,N/A,0,N/A
GL50581_1227,GL50581_1227-t26_1,Giardia Assemblage B isolate GS,Tenascin-like protein [Source:UniProtKB/TrEMBL;Acc:C6LR45],605,64768,N/A,0,N/A
GL50581_1228,GL50581_1228-t26_1,Giardia Assemblage B isolate GS,Cytidine deaminase [Source:UniProtKB/TrEMBL;Acc:C6LR46],134,14496,Cytidine deaminase-like,0,catalytic activity;cytidine deaminase activity;hydrolase activity;zinc ion binding
GL50581_1229,GL50581_1229-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR47],1833,206206,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50581_123,GL50581_123-t26_1,Giardia Assemblage B isolate GS,PNP_UDP_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN23],263,28318,Nucleoside phosphorylase superfamily,0,catalytic activity
GL50581_1230,GL50581_1230-t26_1,Giardia Assemblage B isolate GS,RNA_pol_L_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR48],95,10652,"RNA polymerase, RBP11-like subunit",0,DNA binding;DNA-directed 5'-3' RNA polymerase activity;protein dimerization activity
GL50581_1231,GL50581_1231-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,202,23012,N/A,0,N/A
GL50581_1232,GL50581_1232-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR50],179,20542,Ankyrin repeat-containing domain superfamily,0,kinase activity;protein binding
GL50581_1233,GL50581_1233-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1176,130674,N/A,0,N/A
GL50581_1234,GL50581_1234-t26_1,Giardia Assemblage B isolate GS,DinF protein [Source:UniProtKB/TrEMBL;Acc:C6LR52],612,68726,N/A,11,N/A
GL50581_1235,GL50581_1235-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,323,35951,N/A,0,N/A
GL50581_1236,GL50581_1236-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR54],887,95969,Ankyrin repeat-containing domain superfamily,1,kinase activity;protein binding
GL50581_1237,GL50581_1237-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LR55],500,55669,WD40-repeat-containing domain superfamily,0,protein binding
